 ,,,,,
S. No,Name (English),Name (Tamil),Rate,80%-Discount Price,Per.
273.            ,Mumbo Jumbo(Elephant toy),மம்போ ஜம்போ (எலிஃபென்ட் டாய்),1237.5,₹ 247.50,1 Box
274.            ,Mad Angles,மேட் ஏங்ல்ஸ்,1000,₹ 200.00,1 Box
275.            ,Coco loco,கோகோ லோகோ,575,₹ 115.00,1 Box
276.            ,Cylinder bomb,சிலிண்டர் பாம்,975,₹ 195.00,1 Box
277.            ,Emu egg,ஈமு எக்,975,₹ 195.00,1 Box
278.            ,Oreo fountains,ஓரியோ ஃபவுண்டெய்ன்ஸ்,600,₹ 120.00,1 Box
279.            ,Black money,பிளாக் மணி,1500,₹ 300.00,1 Box
280.            ,Mega cocoanut crackling ,மெகா கோகனட் கிராக்கிளிங்,1650,₹ 330.00,1 Box
281.            ,Poppets(Vanitha),பாப்பெட்ஸ் (வனிதா),3250,₹ 650.00,1 Box
282.            ,Spectra(Vanitha),ஸ்பெக்ட்ரா (வனிதா),800,₹ 160.00,1 Box
283.            ,Kulfi kingdom,குல்ஃபி கிங்டம்,1375,₹ 275.00,1 Box
284.            ,Doraemon,டோரீமான்,1200,₹ 240.00,1 Box
285.            ,Watermelon,வாட்டர்மெலன்,1500,₹ 300.00,1 Box
286.            ,Naruto,நருடோ,2425,₹ 485.00,1 Box
287.            ,Rock star,ராக் ஸ்டார்,1675,₹ 335.00,1 Box
288.            ,Kickables,கிக்கபிள்ஸ்,1300,₹ 260.00,1 Box
289.            ,Love dose,லவ் டோஸ்,700,₹ 140.00,1 Box
290.            ,Vajra,வஜ்ரா,1050,₹ 210.00,1 Box
291.            ,Sward,ஸ்வோர்டு,650,₹ 130.00,1 Box
292.            ,Hammer,ஹாம்மர்,950,₹ 190.00,1 Box
293.            ,Jungle Toy Fountain ,ஜங்கிள் டாய் ஃபவுண்டெய்ன்,975,₹ 195.00,1 Box
294.            ,Naragasura Colour Change crackling,நரகாசுரா கலர் சேஞ்சிங் க்ராக்லிங்,1300,₹ 260.00,1 Box
295.            ,Raavanan(10 Head),ராவணன் (10 ஹெட்),1500,₹ 300.00,1 Box
296.            ,THOR(Ajantha),தோர் (அஜந்தா),1150,₹ 230.00,1 Box
297.            ,Rapedo,ராபிடோ,1150,₹ 230.00,1 Box
298.            ,Euro Stars,யூரோ ஸ்டார்ஸ்,975,₹ 195.00,1 Box
299.            ,Jolly Wheel,ஜாலி வீல்,575,₹ 115.00,1 Box
300.            ,Pop Silver,பாப் சில்வர்,350,₹ 70.00,1 Box
301.            ,Pop Gold,பாப் கோல்டு,375,₹ 75.00,1 Box
302.            ,Talking Tom,டாக்கிங் டாம்,1200,₹ 240.00,1 Box
303.            ,Trisul(2 Pcs),திரிசூல் (2 பீஸ்),1200,₹ 240.00,1 Box
304.            ,Funky Fish,ஃபங்கி ஃபிஷ்,1200,₹ 240.00,1 Box
305.            ,Lion Fountain,லயன் ஃபவுண்டெய்ன்,1150,₹ 230.00,1 Box
306.            ,Tiger Fountain,டைகர் ஃபவுண்டெய்ன்,1150,₹ 230.00,1 Box
307.            ,Car Fountain,கார் ஃபவுண்டெய்ன்,2475,₹ 495.00,1 Box
308.            ,Once More,ஒன்ஸ் மோர்,800,₹ 160.00,1 Box
309.            ,Moon Tail,மூன் டெயில்,2400,₹ 480.00,1 Box
310.            ,Guitar,கிட்டார்,1150,₹ 230.00,1 Box
311.            ,Pizza Fountain,பீட்சா ஃபவுண்டெய்ன்,2100,₹ 420.00,1 Box
312.            ,Gold Rush,கோல்ட் ரஷ்,575,₹ 115.00,1 Box
313.            ,Magic Tree,மேஜிக் ட்ரீ,600,₹ 120.00,1 Box
314.            ,Cocktails,காக்டெயில்ஸ்,600,₹ 120.00,1 Box
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
